"HGNC.symbol","GSM3440208","GSM3440209","GSM3440210","GSM3440211","GSM3440212","GSM3440213","GSM3440215","GSM3440216","GSM3440218","GSM3440219","GSM3440220","GSM3440221","GSM3440225"
"NYAP1",4.32578,4.61196,4.20194,4.10672,4.12926,4.08469,4.13719,4.04498,4.32218,4.34186,4.24319,4.45042,4.41891
"NYX",4.87334,4.79741,4.68174,5.18058,4.73815,4.47424,4.81212,4.63151,4.85898,4.61605,4.50437,4.59161,4.91479
"OACYLP",2.74611,2.81913,2.76908,2.93107,2.733485,2.7051,3.019675,2.74967,2.77712,2.85905,2.753065,2.659165,3.11287
"OCEL1",5.49917,5.40907,5.13737,5.34701,5.42785,5.67872,5.35436,5.44214,5.59696,5.28627,5.32694,5.43767,5.40795
"OCM",5.16403,4.50325,5.25644,4.92202,4.8659,4.35956,4.72643,4.54319,4.99825,5.24914,4.94889,4.90051,4.78756
"ODF3",4.12095,3.94131,3.88445,4.04138,3.87933,3.59669,3.82463,3.56353,4.10569,3.84803,3.53584,3.78634,4.32243
"OGDH",8.04554,7.43508,7.63834,7.67325,7.95175,7.84212,7.57132,7.91117,7.74033,7.80083,7.83064,7.77693,7.90885
"OGFR",6.8019,6.24688,6.07698,5.88822,6.53937,6.37428,6.91985,6.76105,6.83506,6.57279,6.72061,6.38314,6.76459
"OGFR-AS1",4.79621,4.90404,4.53503,4.85709,4.76587,4.9046,4.9271,4.55635,4.80124,4.81344,4.70516,4.96817,4.72563
"OLFML1",3.58522,3.55703,3.37488,3.60877,3.2173,3.77878,3.57435,3.60926,3.47191,3.80669,3.75276,3.74879,3.77103
"OMP",5.23509,5.34022,4.8636,5.42178,5.37135,5.15241,5.20899,5.07102,5.1225,5.39041,5.27817,5.4015,5.28546
"OPRD1",2.95139,3.072205,2.924515,3.342075,3.330085,3.34638,3.24645,3.07813,3.24566,3.03908,3.10787,3.35634,3.402395
"OPRL1",4.83166,4.76666,4.50112,4.47484,4.88674,4.6712,5.33131,5.07292,4.95826,4.77788,4.84282,4.89144,4.93835
"OR10A2",2.552025,2.851345,2.42733,2.581965,2.71539,2.680885,2.274955,2.55989,3.051925,2.50645,2.385595,2.68497,2.696955
"OR10A4",2.90032,3.00221,2.04868,2.85017,2.89187,2.9334,2.50589,2.60648,3.05522,2.70623,2.52878,2.9703,2.86295
"OR10A5",0.893756,0.910516,0.852359,0.713688,0.857237,0.832993,0.868054,0.573183,0.601795,0.753663,0.874737,0.889955,0.772593
"OR10C1",2.8605075,3.05106375,2.954765,3.1486925,3.00229,2.94323875,2.85287875,2.9203375,2.64841625,2.79127375,2.5914,2.97673125,2.838945
"OR10Q1",2.87236,2.8317,2.23201,3.08764,3.39138,2.79211,2.08753,2.55009,2.59177,3.07683,1.98436,3.15193,2.70463
"OR10W1",1.78838,2.15521,1.86862,1.87274,1.79892,2.07595,1.81281,2.02753,1.78285,1.95657,1.75862,1.78988,2.22442
"OR11A1",2.25268857142857,2.47036714285714,1.98004428571429,2.13844571428571,2.19203571428571,2.22470285714286,2.23916714285714,2.25873,2.21421285714286,2.26308857142857,2.12898571428571,2.12251285714286,1.99830857142857
"OR12D2",2.00131,2.15943333333333,1.96902166666667,2.193225,2.12204166666667,2.08662166666667,2.01021,1.850485,2.02973833333333,1.94972833333333,2.34265833333333,2.04689166666667,2.10623166666667
"OR12D3",1.83275985714286,1.80127871428571,1.90568142857143,1.76832671428571,1.94024128571429,1.97472285714286,2.02553542857143,1.845395,1.986495,1.857164,1.72852371428571,1.91326571428571,1.94794185714286
"OR13A1",3.62667,3.85162,4.17794,3.82227,4.15101,4.04844,3.88239,3.87799,3.89057,3.84634,4.0642,3.628,3.78349
"OR1S1",2.37395,2.08378,1.29258,2.81275,2.2165,1.31314,1.5032,1.88268,2.3564,2.53071,2.05535,1.74322,2.38669
"OR1S2",4.10836,4.23087,4.02941,4.37226,4.04258,4.21427,4.19305,3.8849,4.04696,3.57644,4.23242,4.28489,4.23156
"OR2A4",3.58685,3.881305,3.5973,3.469335,3.952665,3.8624,3.715685,3.293135,4.17509,4.033405,3.254795,3.244805,3.602575
"OR2AG1",3.34408,3.22638,2.21118,3.30653,2.75864,2.91912,3.0546,3.31692,3.08423,3.18059,2.46092,3.24349,2.96889
"OR2AG2",1.65059,2.03246,1.33478,2.04035,1.5855,1.67642,1.39476,1.8272,1.68085,1.77102,1.82424,1.67642,1.51221
"OR2B2",1.41221,1.31343,1.52271,1.79107,1.97597,1.0988,1.39329,1.51891,2.04714,1.62767,2.23334,1.39924,1.64717
"OR2B6",3.20591,2.97073,2.53891,2.37342,2.73586,2.0756,3.54344,2.53312,2.08045,2.7518,3.04751,2.88485,2.92995
"OR2C1",1.34414,1.63081,1.34198,1.10114,1.09936,1.31141,1.33279,1.38218,1.54171,1.26032,1.31116,1.39133,1.4277
"OR2D2",2.27643,2.38719,2.59573,2.07212,2.03716,2.18702,2.13404,2.12384,2.48741,2.24717,2.40359,2.47346,2.3672
"OR2D3",1.13994,1.99625,1.34499,1.47658,1.51604,1.58597,1.65389,1.25599,1.70813,1.41603,1.6191,1.43412,1.83423
"OR2H1",2.2436275,2.700095,2.28611,2.4741875,2.661215,2.342215,2.35957125,2.32753625,2.428775,2.7103525,2.27716625,2.24415375,2.4198125
"OR2H2",2.72861,2.9271,2.68302,2.32269,2.67198,2.60572,2.49746,2.69727,2.86548,3.25638,2.73878,2.75876,2.63012
"OR4F21",2.6000385,2.8501825,2.36049775,2.7320575,2.70783,2.4983195,2.51045325,2.83084,2.451369,2.9510575,2.5967875,2.830755,2.415445
"OR4F2P",2.6000385,2.8501825,2.36049775,2.7320575,2.70783,2.4983195,2.51045325,2.83084,2.451369,2.9510575,2.5967875,2.830755,2.415445
"OR52B1P",2.63926,2.68283,2.7291,2.78222,3.17085,2.66581,2.49082,2.76896,2.3546,2.79449,2.37968,2.77341,3.00332
"OR52B2",2.61387,1.97942,2.22142,1.88879,2.31969,2.12477,2.11758,2.06449,2.10855,2.24573,2.19338,2.08682,2.00279
"OR52W1",4.17662,4.18484,3.78437,4.19329,3.73691,3.9343,4.11977,3.92702,4.54451,4.15326,4.13757,4.23821,4.06465
"OR56B3P",3.81751,3.59728,3.00654,3.68093,3.12578,3.32855,3.19404,3.36737,3.31167,3.36901,3.06605,3.07293,3.08583
"OR56B4",2.62544,2.79447,2.07117,2.52108,2.42872,2.67042,2.48477,2.57768,2.55531,2.4456,2.60761,2.65818,2.23728
"OR5B12",2.72286,2.76892,2.96564,3.0572,2.82456,2.62159,2.82938,2.56822,2.93684,3.03828,2.96281,2.99358,2.77332
"OR5B17",3.36083,2.42929,2.64987,2.65595,2.95681,2.6655,2.58884,3.14035,2.92168,2.62753,2.70756,2.40504,3.04358
"OR5B2",2.29132,2.12295,2.76228,1.93738,2.22499,2.42375,2.14603,2.13648,2.29427,2.35524,2.60951,2.3529,2.45445
"OR5B21",4.47856,4.93711,5.49361,5.21547,4.65831,4.88238,4.55753,4.91558,4.76249,4.83407,4.44132,4.52542,5.1294
"OR5B3",1.30835,1.33683,1.5001,1.93315,1.77444,2.00734,1.76531,1.01629,1.87847,1.41285,1.93188,1.82218,2.07153
"OR5T1",2.68412,2.54426,3.00867,2.90867,2.33915,2.37509,2.46032,2.65477,2.76592,2.11263,3.13879,2.97373,2.43713
"OR5T2",2.55671,2.0526,1.88466,1.83326,1.84816,1.85728,2.42546,2.6962,2.41979,2.15049,2.22981,2.17955,2.17798
"OR5T3",1.49991,1.0545,1.70298,1.4249,1.79018,1.659,1.31908,1.23862,1.52653,1.31487,1.6336,1.51773,1.63998
"OR5V1",2.616675,3.260545,2.597265,3.089065,2.84441,2.999365,3.14046,2.83251,3.21746,3.049405,3.162075,2.96127,3.07158
"OR6A2",2.05504,2.27323,2.39375,2.48666,2.23972,2.44205,2.07657,1.93388,1.92922,2.03912,2.11276,2.21294,2.50564
"OR6M1",1.6909,1.83488,1.92878,1.65186,1.63662,2.25916,1.84482,1.93824,1.63662,2.17171,1.98231,1.62941,2.08187
"OR6Q1",3.73016,3.81888,3.91494,3.93898,4.09303,3.95793,3.86478,3.21935,3.51435,4.29381,3.54534,3.49098,3.94762
"OR6V1",3.74598,3.39205,3.3443,3.83086,3.44236,3.64706,3.51966,3.89274,3.43368,3.34396,3.08503,3.30931,3.48165
"OR6W1P",4.04765,4.22807,3.93042,4.62811,4.67508,4.48073,4.37958,3.99164,4.39475,4.08934,4.09166,4.01254,4.3514
"OR6X1",2.01242,1.59191,1.75058,1.65186,1.70146,1.62544,1.95195,1.61996,1.73287,1.79151,1.59902,1.69023,1.78181
"OR7E117P",1.33618,1.37209,1.80412,1.38991,1.5545,1.13534,0.98018,1.18798,1.33618,1.15981,1.40531,1.0212,1.9163
"OR7E14P",3.28324,3.38607,3.42792,3.67807,3.52539,3.14189,2.57397,3.15175,3.89446,3.29651,2.74722,3.45064,3.81704
"OR7E2P",2.24563,3.02933,2.52349,2.92758,2.59226,2.64089,2.44794,2.76836,2.67638,2.75301,2.94139,2.58113,2.86896
"OR8D4",1.907,1.83488,1.73132,1.771,1.57132,1.44467,1.95604,1.76935,1.53714,2.17518,1.44993,1.58834,2.23797
"OR8H1",1.03805,0.725126,1.15359,1.24142,1.03226,1.079,0.99579,1.0119,1.0467,1.04918,0.842913,1.03034,1.2941
"OR8J1",1.04315,1.2202,0.951599,1.14099,1.14767,1.30044,1.29133,1.37097,1.38284,0.794263,1.12219,1.3731,1.01072
"OR8K1",0.900618,0.787962,0.920786,1.05796,1.03488,0.671156,0.802333,1.01846,0.755599,1.06112,1.15443,0.818206,0.932012
"OR8K3",1.8935,2.55291,2.66101,2.28573,2.43793,2.3091,2.5291,2.71046,2.32833,2.38736,2.59732,2.71717,2.45473
"OR8U8",3.75299,3.78347,3.674,3.71322,3.7524,3.57631,3.61364,3.60342,3.52926,3.62183,3.38852,3.45152,3.63993
"OR9A2",2.24515,1.95264,2.08588,1.98557,2.26962,2.10751,2.56799,2.17611,2.30062,2.38981,1.73637,1.96926,1.83912
"OR9G1",2.34751,2.86101,2.60664,2.95917,2.89615,2.60057,2.69013,2.32722,2.72082,2.72881,2.76187,2.56419,2.71797
"OR9G4",1.63686,1.50208,1.46291,1.77366,1.48978,1.73103,1.65545,1.62985,1.61636,1.92728,1.79029,1.75732,1.96782
"OR9G9",2.34751,2.86101,2.60664,2.95917,2.89615,2.60057,2.69013,2.32722,2.72082,2.72881,2.76187,2.56419,2.71797
"OR9I1",3.86633,4.1427,3.80054,3.94935,3.53725,4.11624,3.84366,3.61504,3.78807,4.10707,3.66592,3.65548,4.19133
"OR9Q1",3.47072,2.98871,3.30498,3.07392,3.41833,3.3434,3.2229,3.63753,3.40305,2.86572,3.08427,3.54692,3.21308
"OR9Q2",3.16241,3.50434,3.58938,3.69484,3.62265,3.11934,3.59277,3.23367,3.4022,3.4052,3.22283,3.62335,3.52382
"ORAI2",6.33845,5.80084,5.42286,5.36655,6.186,5.8651,6.04881,5.92813,6.03954,6.07834,5.7986,6.2344,6.18307
"ORC2",5.97974,6.02585,6.69711,6.07227,5.86142,6.22758,5.95228,6.13437,5.97567,6.05637,6.00578,6.15108,5.77101
"ORC4",5.75259,5.90562,6.34827,5.86811,5.77219,5.61267,5.98402,5.72388,5.13639,5.58718,5.64555,5.68337,5.38956
"ORMDL1",7.1365,7.24357,8.08098,7.55388,7.06569,7.24427,7.00856,7.33154,7.10037,7.31195,7.1013,7.1235,7.13373
"OSBP2",5.99796,6.95536,5.40723,6.35949,6.42622,6.02395,5.16369,5.49478,5.89661,5.88037,5.84056,5.56036,6.33536
"OSGEP",4.85732,4.29235,4.95568,4.54256,4.7663,4.4014,4.33474,4.76214,4.66402,4.92211,4.70176,4.92755,4.314
"OSGEPL1",3.9596,3.81245,4.90725,3.98887,3.89002,3.92734,3.98517,3.95067,3.81027,3.96511,3.78781,4.08574,3.57758
"OSGEPL1-AS1",4.66266,4.29198,4.46424,4.66448,4.12675,4.3592,4.37656,4.4254,4.62416,4.63883,4.74349,4.67886,4.47148
"OSR2",3.12087,3.13492,2.84758,3.47737,3.16487,3.12087,3.0316,3.17614,3.29001,3.04358,3.09462,3.20677,3.14563
"OSTC",5.019895,5.281815,5.600725,5.296295,5.196645,4.979325,5.14534,5.30087,4.722075,5.07311,4.878095,5.373055,4.950305
"OSTCP1",3.22626,3.40991,2.66524,3.73339,3.09658,3.02846,3.66489,3.07075,3.21063,3.87403,3.21097,3.51436,3.15461
"OTUB1",6.4447,6.13587,6.07899,6.20325,6.14686,6.3663,6.2717,6.42181,6.3066,6.33031,6.22309,6.37251,6.32987
"OTUD5",7.47831,7.43128,7.15902,7.15369,7.51221,7.29782,7.42952,7.46341,7.42272,7.51401,7.61781,7.30088,7.46004
"OTUD7A",4.16615,4.037975,4.17297,4.12758,4.04544,4.304385,4.24568,4.09377,4.143075,4.238795,4.100305,4.034365,4.388245
"P2RX5-TAX1BP3",5.62978,5.71885,5.45488,5.59695,5.72828,5.77192,5.7148,5.54154,5.70718,5.8968,5.76716,5.6484,5.54858
"P2RX6",4.25941,4.49879,4.14802,4.70963,4.4236,4.46411,4.70868,3.88798,4.41232,4.36959,4.23723,4.50504,4.7617
"P2RX6P",1.952855,2.182325,2.287725,1.81885,2.03235,1.9849,1.90785,1.826085,2.08003,2.045525,2.27458,2.00369,2.188565
"PABPC1P2",3.44131,3.23917,3.47479,3.48642,3.63128,3.71111,3.50911,3.17873,3.18113,3.47709,3.48285,2.97615,3.84061
"PAFAH1B1",6.140145,6.03783,6.238825,5.939605,6.10022,6.07823,6.082125,6.225775,5.866255,6.402685,5.98618,6.04565,6.000755
"PAG1",7.98884,7.65466,8.18129,8.07851,7.91247,8.07945,7.8037,7.99854,7.80338,7.93388,8.30313,7.84962,7.82557
"PAK3",3.26328,3.2166,3.02611,2.81727,3.5155,3.20385,3.4308,2.86317,3.37407,2.92941,3.02057,3.07527,3.17034
"PAN3",8.55591,8.56069,8.56646,8.34557,8.62916,8.3787,8.60759,8.6903,8.46745,8.59962,8.58311,8.47001,8.57953
"PAN3-AS1",5.72963,5.35709,5.3545,5.27662,5.34315,5.35254,5.25353,5.70593,5.28463,5.42812,5.43595,5.28922,5.34079
"PAPOLG",7.14334,7.14796,7.61707,7.09256,7.30088,7.20419,7.44702,7.29061,7.124,7.12297,7.1116,7.04737,7.04131
"PAPSS1",5.77786,5.50608,6.21316,5.87994,5.38713,5.52008,6.38426,6.2361,6.11259,5.97117,6.28757,5.68542,6.01686
"PAQR8",5.28323,5.02042,5.85568,5.10016,5.05541,5.12582,4.93032,5.41925,5.01422,5.42274,5.28758,5.42967,4.93699
"PARD3B",3.56154,3.65378,3.28966,3.41318,3.46299,3.57498,3.47205,3.3335,3.39587,3.61781,3.43914,3.61418,3.4259
"PARGP1",6.96045,6.70277,7.511505,6.92472,6.95313,7.19647,6.969415,6.907285,6.895675,6.71384,6.83726,7.15069,6.82939
"PARK7",6.08504,5.78655,6.50824,5.8218,5.8521,6.1451,5.86541,6.06561,6.202,6.04734,5.98951,6.2438,6.02959
"PARP8",8.68074333333333,8.90766666666667,8.87597,8.85365666666667,8.79410666666667,8.77001666666667,8.90912333333333,8.72028,8.64145,8.69993666666667,8.74224,8.78620666666667,8.74349333333333
"PARTICL",4.05542,3.85088,4.05391,4.57956,3.78184,3.96019,4.20011,4.00779,3.82359,4.24267,3.70361,3.82501,4.0603
"PAX3",3.18585,3.39846,3.23087,3.41273,3.191,3.31854,3.52296,3.30147,3.24361,3.08591,3.36039,3.30214,3.60859
"PAXBP1",6.34566,6.15597,7.13701,6.5476,6.34512,6.25653,6.25429,6.34163,6.40217,5.88888,6.13009,6.24774,6.00391
"PBX2",6.83536076923077,6.50286461538462,6.40161923076923,6.25905769230769,6.61477307692308,6.47268923076923,6.61776,6.79323846153846,6.61829846153846,6.57667461538461,6.59860076923077,6.55829461538462,6.59223384615385
"PCA3",2.72779,2.79693,2.77151,2.87774,2.94364,2.75571,2.92568,2.72543,2.6594,2.61004,2.86052,2.80471,2.81274
"PCDH11Y",2.0547,2.58624,1.82825,2.31469,2.24469,2.35277,2.23024,2.24288,1.99519,2.05161,2.74264,2.29124,2.52293
"PCDH15",2.26032,2.42489,2.35438,2.55966,2.53192,2.53906,2.33118,2.24249,2.21055,2.49798,2.53806,2.23784,2.52449
"PCDH18",3.22322,3.04389,3.0135,2.88845,3.03287,3.20401,2.98055,2.4487,2.8987,2.57929,2.43418,2.97901,3.13624
"PCDH7",2.84017,3.13564,2.47162,2.90399,2.41687,2.93041,2.65064,3.01562,2.82267,3.04278,2.58108,2.85106,3.07207
"PCED1A",6.49288,6.33544,6.46698,6.29037,6.34815,6.44902,6.19197,6.46998,6.48885,6.56111,6.4872,6.35958,6.3796
"PCGF6",4.04347,3.68982,4.46628,3.87534,3.81289,3.74465,3.69014,3.86353,3.66807,3.58884,3.60514,3.76156,3.73442
"PCMTD2",6.411195,6.60305,6.455185,6.502225,6.393525,6.655325,6.35633,6.34302,6.343575,6.28106,6.55893,6.47046,6.27853
"PCNA",5.98045,5.52689,6.16723,5.90033,5.75252,6.29313,5.74306,5.86309,5.71351,5.77058,5.80697,5.59775,5.58443
"PCOLCE",3.94104,3.92093,3.92836,4.3476,4.05598,4.03977,4.1056,4.06575,3.95782,4.1239,4.2664,4.37176,4.48672
"PCOLCE-AS1",3.92375,4.121,4.28235,4.49419,3.95605,4.24448,4.29871,4.0129,3.89513,4.17809,4.00439,4.35635,3.85505
"PCSK7",6.678725,6.54359,7.02448,6.846845,6.60378,6.9740875,6.504965,6.71667,6.87776,6.8728275,6.635825,6.6704,6.735065
"PCYT1B",4.17464,4.63907,4.46435,4.71493,4.48668,4.5809,4.5234,4.38352,4.66823,4.83892,4.5327,4.10697,4.28044
"PCYT1B-AS1",2.36719,2.68047,2.57538,2.83196,2.80514,2.48922,2.63777,2.37621,2.43161,2.32124,2.88068,2.83232,2.8553
"PDCD11",5.87063,5.62691,6.27963,5.86979,5.81514,6.11677,5.68509,6.09574,6.11247,5.91009,6.03309,5.90062,5.81587
"PDCD6",5.12291,4.31185,4.30496,4.26065,4.21369,4.54017,4.31412,4.57215,4.44643,4.55656,4.82555,5.05801,4.26781
"PDCD6IPP1",8.67554,8.875,8.839545,8.928115,8.763185,8.851545,8.97032,8.78367,8.85688,8.546445,8.93607,8.592465,8.49486
"PDCL2",1.59772,1.79897,1.68994,1.9923,1.4112,1.68351,1.52378,1.67461,1.69987,1.7861,1.65881,1.6253,1.94414
"PDE10A",2.48809333333333,2.58877666666667,2.40183666666667,2.58147333333333,2.59386333333333,2.59341,2.77150666666667,2.32694333333333,2.59434333333333,2.43218333333333,2.48347666666667,2.69327,2.85579666666667
"PDE1C",2.4618,2.81551,2.28545,2.81672,3.20253,2.90353,2.4853,2.62972,2.54001,2.90124,2.43925,2.76769,2.56349
"PDE6B",3.64837,3.74903,3.88425,4.28542,3.89931,4.07105,3.85785,3.76343,3.72933,3.82575,3.88227,3.79319,3.90775
"PDGFA",4.92873,5.18326,4.48637,4.89336,5.09544,4.76698,4.72297,5.1479,4.84881,5.27035,5.32802,4.7026,4.97979
"PDGFRB",3.5542,4.02971,3.87801,4.05337,3.95233,4.28257,3.99813,3.72469,3.82921,4.01469,3.81872,4.03012,4.3907
"PDHA1",5.74843,5.52602,5.99189,5.56921,5.4657,5.81315,5.32912,5.69655,5.55501,5.61229,5.54904,5.55949,5.42196
"PDHA2",2.97964,3.30485,2.75552,3.12427,3.11805,3.20071,3.45088,3.06734,3.25181,2.75887,3.37232,3.25834,3.16305
"PDK3",7.16932,6.81623,6.88657,6.6268,7.34674,6.78145,7.18307,7.10081,6.84695,6.88074,7.12535,7.21042,6.84686
"PDK4",5.85263,5.66965,5.59741,5.53726,5.75749,5.69351,6.35155,6.62477,5.24373,5.47871,5.81175,6.0159,5.49019
"PDLIM2",6.0185,5.84872,5.25651,5.38361,5.68424,5.58716,5.82514,5.87517,5.85738,5.81394,5.82314,5.65351,5.88463
"PDPN",3.46852,3.82366,3.67695,3.83039,3.72135,3.88407,3.96286,3.57393,3.79421,3.87423,3.55608,3.81468,3.77485
"PDS5A",7.31904,7.35191,8.10875,7.74744,7.53829,7.74923,7.38798,7.64316,7.59759,7.64991,7.53054,7.62051,7.42654
"PDZD7",3.30724,3.87115,3.54626,3.72567,3.42294,3.75374,3.55964,3.52397,3.65527,3.85956,3.16527,3.53326,3.58434
"PDZD8",6.69443,6.45732,6.22561,6.26729,6.84158,6.06666,6.4413,6.32419,5.90947,6.27246,6.3665,6.09782,6.73639
"PER3",4.83694,5.16743,5.30946,5.00154,4.97329,4.94274,4.48145,5.16647,4.69676,4.86462,5.1368,4.96587,4.78847
"PEX11G",5.21951,5.45897,5.14685,5.56482,5.36307,5.17952,5.18837,4.94132,5.22096,5.59072,5.28067,5.30377,5.38669
"PEX13",5.22208,5.17416,5.6549,5.50598,5.00296,5.27802,5.34742,5.13354,5.28549,5.04391,5.2099,5.14543,5.36536
"PEX14",5.83377,5.65615,5.86381,5.8101,5.45374,5.7502,5.7907,5.87327,6.0493,5.80275,6.28143,5.87569,5.59848
"PFDN1",5.37407,5.09003,5.45023,5.28741,4.8282,5.30663,5.14966,5.15906,4.92017,5.12481,5.37911,4.98823,5.07619
"PFKL",6.82803,6.31106,6.38546,6.44506,6.30647,6.52049,6.26394,6.4932,6.58694,6.52796,6.62149,6.48891,6.56676
"PGAM1",4.87423,4.64885,5.0761,4.53481,5.06465,4.76329,4.89244,5.03325,4.77966,4.82783,4.6561,4.89177,4.50226
"PGAP1",3.92309,3.70287,4.77813,3.68649,3.81465,3.81482,3.80103,3.63301,3.71478,3.6112,3.74853,3.74533,3.51644
"PGAP2",5.05286,5.10274,4.84868,4.75963,5.07702,4.89392,5.03127,5.10615,5.04241,5.17988,5.16923,5.26309,5.12259
"PGBD1",3.68539,3.2687,3.60676,3.63091,3.8536,3.43111,3.60009,3.72686,3.99199,3.8979,4.37721,3.56963,3.99078
"PGD",8.40626,7.88547,7.80669,7.56922,8.11544,7.85807,8.12328,8.1752,7.89261,7.90942,8.00031,8.22165,8.26842
"PGF",4.52995,4.66525,4.67212,5.12877,4.95747,4.66115,5.08457,4.5054,5.11614,4.6545,4.58154,4.90651,4.87098
"PHF2",7.56676,7.30573,7.20157,7.27542,7.31077,7.29352,7.484,7.64257,7.56114,7.5156,7.72737,7.57004,7.47923
"PHF8",5.99045,5.53588,5.92184,5.83617,5.8616,5.87969,5.70873,6.01752,6.10517,5.87215,5.82306,5.85397,5.7423
"PHGR1",4.04696,4.01544,3.96656,4.27215,4.06278,4.03724,3.9406,3.34714,4.20597,3.96634,3.87524,4.10737,4.06626
"PHLDA2",4.82159,5.13197,4.43785,5.10171,4.95954,4.99143,5.2082,4.9794,5.02587,5.09296,5.25156,5.2333,5.45021
"PHOX2A",3.63924,4.42204,3.63555,4.2836,4.2856,4.26523,4.0894,3.80746,3.75822,3.92722,3.86936,4.29063,4.25519
"PHYH",4.41474,4.35964,4.48499,4.32417,4.68689,4.37272,4.50553,4.40967,4.4243,4.43579,4.37379,4.35433,4.25812
"PI4K2A",6.1067,5.7619,6.23667,5.91784,5.88053,5.96507,5.68944,5.84199,5.75496,5.99576,6.26137,5.905,5.89892
"PI4K2B",5.42539,5.63977,6.54405,5.55679,5.45548,5.72214,5.31438,5.42229,5.587,5.75605,5.51976,5.70862,5.23523
"PIAS2",6.34598,6.64584,7.12921,6.49329,6.35533,6.59686,6.33388,6.84407,6.25731,6.56479,6.59179,6.36037,6.23674
"PIGG",5.93819,5.55457,5.92948,5.50507,5.68928,5.83373,5.65947,5.7014,5.92861,5.72419,5.70029,5.64224,5.7858
"PIGT",5.94172666666667,5.56854,5.77200666666667,5.70005333333333,5.52924333333333,5.90369333333333,5.56907,5.89321333333333,5.94959,5.62055666666667,5.87582666666667,5.65316,5.75710666666667
"PIGW",3.11994,3.16465,3.11135,3.26963,3.26504,2.95148,2.92222,2.98552,3.05286,3.05622,2.92933,2.84417,2.88953
"PIK3C2A",7.07184,7.24781,7.79571,7.41712,7.40634,7.44389,7.3792,7.39777,7.10943,7.16515,7.2202,7.32411,7.12702
"PIM2",7.72886,7.77133,7.70355,7.40351,7.84006,7.87707,7.78081,7.58342,7.79862,7.9418,8.07379,7.67158,7.89576
"PINX1",4.53947,4.58595,4.807125,4.640965,4.430625,4.476595,4.531605,4.47652,4.64187,4.61246,4.353705,4.553095,4.67595
"PIP",2.41754,2.09186,1.9793,2.3703,2.36453,2.27402,2.20156,2.61584,2.21955,2.02967,2.37752,2.51389,2.5664
"PIP4P1",6.26164,5.74608,6.2343,5.87125,6.09129,6.11297,5.88675,6.21743,6.23508,6.10603,6.04386,6.01077,5.9696
"PIP5K1P1",2.39123,2.25183,1.6846,2.03988,2.36511,2.30977,2.07695,2.27641,2.32151,2.1814,2.29181,2.56883,1.88278
"PITPNA",8.54015,8.5005,8.00304,8.2163,8.85349,8.57534,8.7928,8.53185,8.58019,8.61584,8.78611,8.55203,8.58681
"PITPNA-AS1",5.80426,5.29688,5.79578,5.79032,5.74206,5.78331,5.39158,5.60809,5.92191,5.7139,5.49294,5.69879,5.81879
"PITX3",4.39367,4.92626,4.35895,4.63568,4.64029,4.66002,4.71329,4.4049,4.81677,4.85291,4.62666,4.71824,4.83842
"PKD1",5.82684,5.587522,5.581895,5.75705,5.527423,5.726463,5.446598,5.715751,5.717294,5.841002,5.72108,5.641176,5.760015
"PKD2L1",4.02299,4.27561,4.14989,4.18883,4.0884,4.11985,4.33414,4.18242,4.44001,4.03501,4.14156,4.13594,4.3139
"PKD2L2",1.96248,1.99291,2.04513,2.28706,1.91343,1.92771,2.07636,2.11455,1.9419,2.06545,2.0857,1.97816,2.1878
"PKM",8.4199,7.87321,7.94204,8.05157,8.00231,8.30817,7.93199,8.3057,8.17552,8.41207,8.36474,8.2315,8.13381
"PLAU",3.80891,3.92101,3.67527,3.796,3.79132,3.56845,3.68227,3.71142,3.74099,3.79365,3.64001,3.5909,3.86628
"PLCB2",7.46501,6.69409,6.91805,6.77741,6.88704,6.77083,7.13853,7.28525,7.17217,6.917,6.97093,6.98502,6.9601
"PLCB2-AS1",4.2666,3.81314,3.66602,3.85022,3.58915,3.64767,3.87218,4.07822,3.96047,3.94702,3.60285,4.10122,3.68893
"PLCD4",3.24766,3.51302,3.35557,3.2338,2.99256,3.64298,3.46042,3.2217,3.48276,2.96753,3.18546,3.61799,3.62636
"PLCXD1",5.2757,5.294935,5.249195,5.28205,5.212915,5.50193,5.4511,5.171185,5.525855,5.24172,5.480405,5.28347,5.40763
"PLEKHA7",3.97246,3.87016,4.00251,4.14944,3.9059,4.01013,4.06297,3.77074,4.09258,3.93068,3.84146,4.02159,4.24017
"PLEKHB2",6.55557,6.26067,6.36228,6.24338,6.35099,6.44763,6.49247,6.56209,6.41312,6.45414,6.61281,5.92069,6.475
"PLEKHG4B",4.69623666666667,4.79470333333333,4.38852666666667,4.84014333333333,4.82124666666667,4.77896333333333,4.97739666666667,4.59390666666667,4.80523666666667,4.79762333333333,4.61988,4.88431,4.88933666666667
"PLEKHM3",6.51276,6.33732,6.1205,6.04621,6.27372,6.16755,6.62218,6.45898,6.29093,6.49816,6.45782,6.27081,6.35628
"PLET1",3.32061,3.394,3.21319,3.78579,3.58802,3.57554,3.92277,3.62698,3.48793,3.70807,3.69383,3.55056,3.41882
"PLN",3.62691,3.24888,3.69209,3.35317,3.70871,3.54937,3.39098,3.58021,3.45732,3.50032,3.9334,3.57217,3.33769
"PLTP",4.89444,4.88449,4.46026,4.82889,4.55468,4.94133,4.99486,4.70079,4.99599,4.88863,4.81969,4.76507,4.81787
