"HGNC.symbol","GSM3440208","GSM3440209","GSM3440210","GSM3440211","GSM3440212","GSM3440213","GSM3440215","GSM3440216","GSM3440218","GSM3440219","GSM3440220","GSM3440221","GSM3440225"
"MT-TD",8.849975,9.6513475,8.4154075,9.3232925,9.5460875,9.4442125,9.1372225,9.487845,9.165935,8.8708725,9.3768525,9.36685,8.72965
"MT-TE",8.922435,9.24704,8.144855,9.17477,9.14692,9.17249,8.73365,9.13822,9.027855,9.332395,9.151035,9.282915,9.08746
"MT-TF",11.0719666666667,11.4649,10.8690333333333,11.3555,11.2937333333333,11.5572333333333,11.2880666666667,11.3478333333333,11.1695666666667,11.2946,11.4872,11.2637,11.1437
"MT-TG",8.31516,10.087876,8.843732,9.433148,9.855952,9.814676,9.538042,9.640146,9.344348,9.37988,9.893434,9.553704,9.313094
"MT-TH",9.56860875,10.00882875,9.07030625,9.77954,9.9418675,9.88019625,9.7753425,9.717755,9.72256,9.56453875,10.13769125,10.00894625,9.750065
"MT-TI",9.149605,10.04315,8.416955,9.5223025,9.99372,9.98878,9.7968525,9.6683925,9.3200025,9.0143525,10.0545225,9.705995,9.1483925
"MT-TK",9.51174,10.195978,9.102086,9.907054,10.07511,10.02471,9.766698,10.040836,9.771808,9.548798,9.982742,9.93114,9.42136
"MT-TL1",8.94168333333333,9.97474333333333,8.50777,9.41187,9.85697333333333,9.94383333333333,9.67579666666667,9.67437666666667,9.28839666666667,8.86084,9.92144666666667,9.61958666666667,9.04313
"MT-TL2",9.18225285714286,9.64371857142857,8.64919285714286,9.40960285714286,9.60197714285714,9.50262428571429,9.39896285714286,9.34042,9.35336857142857,9.16071571428571,9.79591857142857,9.67551,9.36974571428572
"MT-TM",9.149605,10.04315,8.416955,9.5223025,9.99372,9.98878,9.7968525,9.6683925,9.3200025,9.0143525,10.0545225,9.705995,9.1483925
"MT-TN",7.97804666666667,8.34018666666667,7.34085,8.60031333333333,7.95651833333333,8.30565833333333,7.99384333333333,8.257915,7.87221333333333,8.09039,8.31659833333333,7.98345166666667,7.33166666666667
"MT-TP",5.99023,6.6576,5.93676,6.59252,6.3311,5.6466,5.80664,6.30315,6.36751,6.51272,5.75478,6.59729,5.44703
"MT-TQ",6.89897,7.16053,5.6655,7.14392,7.21887,6.96145,6.751,6.84705,6.58689,6.62563,7.63267,6.95317,6.35156
"MT-TR",8.97481666666667,10.5006633333333,9.37279333333333,9.92247333333333,10.26681,10.2660966666667,10.0167016666667,10.093305,9.83810666666667,9.88178333333333,10.3328783333333,10.0185866666667,9.82962833333333
"MT-TS1",7.96004,8.14041,7.06892,8.14128,7.84553,7.89646,7.78549,8.00626,8.11572,8.11649,8.17682,7.77321,7.81566
"MT-TS2",9.18225285714286,9.64371857142857,8.64919285714286,9.40960285714286,9.60197714285714,9.50262428571429,9.39896285714286,9.34042,9.35336857142857,9.16071571428571,9.79591857142857,9.67551,9.36974571428572
"MT-TT",8.571325,8.266785,7.504775,8.193675,8.840525,8.29934,8.20444,9.02747,8.66174,8.623045,8.76499,8.429315,8.39822
"MT-TV",11.54085,11.87565,11.18255,11.7187,11.7557,11.8626,11.64865,11.73135,11.5981,11.7328,11.90425,11.67675,11.59775
"MT-TW",10.6244066666667,10.5887466666667,9.74672,10.3400233333333,10.7164,10.7134733333333,10.7074033333333,10.52567,10.3512833333333,10.38762,10.9151933333333,10.46557,10.2762466666667
"MT-TY",7.97804666666667,8.34018666666667,7.34085,8.60031333333333,7.95651833333333,8.30565833333333,7.99384333333333,8.257915,7.87221333333333,8.09039,8.31659833333333,7.98345166666667,7.33166666666667
"MTATP8P2",7.1798,8.78597,7.09136,7.97604,8.57634,8.45913,7.87763,8.40845,8.09431,7.30815,8.5272,8.20036,7.53837
"MTCO1P22",4.7507,5.53532,3.26237,5.60993,5.74411,5.36042,4.86396,5.71473,4.89063,4.35504,4.79981,5.42374,3.73723
"MTCO2P22",4.7507,5.53532,3.26237,5.60993,5.74411,5.36042,4.86396,5.71473,4.89063,4.35504,4.79981,5.42374,3.73723
"MTMR14",7.53119,6.93507,6.73618,6.86077,7.0796,7.01692,7.24886,7.26104,7.26566,7.37051,7.30939,7.18586,7.16023
"MTMR8",4.63701,4.38795,5.15396,4.65922,4.78072,4.71157,4.49633,4.60754,4.2978,4.66241,4.70047,4.55657,4.44412
"MTMR9",5.05798333333333,5.20980333333333,4.94806333333333,5.37004666666667,5.17340666666667,5.25298,4.94256666666667,5.17530666666667,4.93346666666667,5.08187333333333,5.02559333333333,5.18420333333333,5.00629333333333
"MTND1P18",1.92011,2.58084,2.18594,2.48326,2.42213,2.50354,1.80438,2.38759,2.2195,2.30302,2.5314,2.36472,2.56373
"MTND1P8",1.54074,2.11222,1.5527,1.70774,1.9601,1.80496,1.5239,1.6889,1.64655,1.3984,1.65554,1.74272,1.70729
"MTND2P16",8.13017,9.19137,6.98081,8.7332,9.14536,8.91042,8.76842,8.44314,8.25862,8.04209,9.25415,8.94962,7.94818
"MTND4LP5",4.04205,4.63773,4.25562,4.5851,4.42824,4.3383,4.47592,4.35614,4.25825,4.19801,4.39015,4.29558,4.50473
"MTND4P35",4.04205,4.63773,4.25562,4.5851,4.42824,4.3383,4.47592,4.35614,4.25825,4.19801,4.39015,4.29558,4.50473
"MTPAP",4.9033875,5.13388,4.8049275,5.0950275,5.069135,4.9437425,5.0330925,5.04875,5.0313625,5.013665,5.09392,4.8867425,4.9221275
"MTPN",8.85513,8.91361,8.50107,8.63857,8.90288,8.81162,8.78409,8.8805,8.76422,8.92426,8.8158,8.65071,8.96692
"MTRNR2L2",6.69361,6.94804,7.70429,6.86629,6.78196,6.9284,7.24529,7.35073,7.07543,6.7238,6.71368,7.07116,6.98222
"MTRNR2L4",1.54074,2.11222,1.5527,1.70774,1.9601,1.80496,1.5239,1.6889,1.64655,1.3984,1.65554,1.74272,1.70729
"MTRNR2L6",4.44371,5.12386,4.58086,4.93252,5.01601,4.91903,4.8699,4.72891,5.0827,5.19001,5.07336,4.89439,4.92163
"MTRNR2L7",1.92011,2.58084,2.18594,2.48326,2.42213,2.50354,1.80438,2.38759,2.2195,2.30302,2.5314,2.36472,2.56373
"MTUS2",3.05304,3.06956,3.24484,2.91945,3.12409,3.13504,3.18192,3.174,3.21212,3.11552,2.88547,2.90573,3.38191
"MTUS2-AS1",4.25032,4.4821,4.03452,4.53032,4.48545,4.47226,4.30219,4.12353,4.43849,4.40823,4.35534,4.4531,4.45639
"MTUS2-AS2",2.27285,2.26035,1.99096,2.07825,2.52662,2.21097,2.47629,2.04623,2.41416,2.26439,2.3523,2.09349,2.28875
"MTX3",4.47509,4.56441,5.46172,4.84353,4.62619,4.83315,4.90111,5.00842,4.76569,4.88671,4.58305,4.47452,4.49822
"MUC12",3.45828,3.33298,2.89835,3.29997,3.33371,3.17648,3.25605,3.48307,3.3956,3.3339,3.37763,3.22692,3.50686
"MUC17",3.4482,3.26334,3.08768,3.26384,3.15163,3.18285,3.06289,3.43735,3.39696,3.25632,3.41243,3.57492,3.50319
"MUC20",5.32364,5.09852,6.13548,5.3456,5.05129,4.96982,5.09393,5.3918,5.02412,5.49817,5.82567,5.43142,5.70389
"MUC20-OT1",5.58492142857143,5.31625,6.79674428571429,5.59088142857143,4.90462571428571,5.53868428571429,5.64778571428571,6.24665,5.19984857142857,6.30703285714286,5.68956714285714,5.69409285714286,5.55274428571429
"MUC21",4.30427714285714,4.22267714285714,4.18491714285714,4.59951857142857,4.56538428571429,4.28728285714286,4.32682142857143,4.22137571428571,4.24674142857143,4.30102285714286,4.20002714285714,4.41994571428571,4.29140857142857
"MUC4",3.69012,3.82782,3.5569,3.69522,3.69698,3.90542,3.64207,3.69415,3.85367,3.5902,3.33414,3.62903,3.59384
"MUCL3",4.283062,4.508246,4.257204,4.45694,4.35919,4.554798,4.429132,4.480202,4.488546,4.341932,4.32646,4.35981,4.24837
"MXD3",6.031515,5.489245,5.21656,5.48633,5.77984,5.37978,6.08946,5.629105,5.730505,5.7898,5.560125,5.708765,5.82818
"MYBL2",5.62136,5.63798,4.58999,5.58749,5.43597,5.68519,5.27953,4.9391,5.54413,5.42323,5.2955,5.10544,5.68403
"MYEOV",3.10984,3.65955,2.995,3.51367,3.11989,3.28043,3.38419,3.06006,3.31024,3.63743,3.57589,3.51398,3.39621
"MYH11",4.8497,4.84845,4.56216,4.9448,4.66772,4.7326,4.89158,4.77723,4.72394,5.02506,4.94028,4.86142,4.94626
"MYL5",4.87451,5.19293,4.64485,4.98259,4.7476,4.84429,4.92283,4.97266,5.05775,5.01572,4.94407,5.02524,5.31048
"MYL9",7.80294,8.27592,7.72575,8.26934,6.99277,7.67822,7.47277,7.51345,8.39531,8.40779,8.07786,7.84066,7.51682
"MYO18B",4.64981,4.81657,4.48021,4.59815,4.9206,4.63417,4.73593,4.64757,4.50233,4.60091,4.33444,4.60577,4.69367
"MYO19",5.89616,5.48336,5.84803,5.81413,5.23489,5.80748,5.44862,5.72682,5.87459,5.95914,5.95959,5.61317,5.55282
"MYO3B",2.78045,3.51489,3.08707,3.49088,3.50943,3.36072,3.02464,3.10374,3.54682,3.24864,3.15835,3.44544,3.44043
"MYO3B-AS1",1.42547,1.82728,1.47983,1.53471,1.39674,1.54747,1.63382,1.61988,1.27182,1.74741,1.83234,1.31665,1.7504
"MYO5A",7.52998,7.1438,7.38519,7.2555,7.40718,7.29689,7.51201,7.39876,7.39418,7.16305,7.40681,7.4627,7.33532
"MYO6",3.60282,4.37663,4.18461,4.48465,4.18562,4.63803,3.88365,3.88303,4.46193,3.84128,4.17756,4.20754,4.31761
"MYO7B",4.68201,4.729,4.21216,4.72629,4.66726,4.52909,4.16595,4.41719,4.56475,4.53862,4.57375,4.63974,4.70976
"MYO9B",8.97443,8.29316,8.25491,8.34735,8.43399,8.54458,8.87882,8.85674,8.72198,8.86544,8.70095,8.66707,8.73829
"MYOM3",3.56473,3.85736,3.51515,3.8192,3.69876,3.80759,3.76141,3.63714,3.64245,3.63385,3.61704,3.76117,4.24008
"MYOT",2.08013,2.05323,2.12002,2.32764,2.248,2.15137,2.09231,2.17063,2.25347,2.04126,2.33042,2.06055,2.20499
"MYRIP",4.44133,4.54246,4.21958,4.25346,4.45331,4.11623,4.26693,4.066,4.33473,4.0714,4.37288,4.51743,4.59602
"MYT1",4.81193,4.71675,4.57873,5.16475,4.941,4.83448,4.78366,4.73931,5.08008,4.5024,4.47586,4.73838,4.95828
"MYT1L",3.29754,3.73931,3.4338,3.65104,3.49537,3.48001,3.7705,3.39142,3.48927,3.57522,3.20597,3.34677,3.58573
"MYT1L-AS1",3.9404,4.1575,3.75668,4.16631,3.71709,4.03073,3.9665,4.00238,3.7813,3.70492,3.82633,3.69673,3.86422
"MZT2B",5.05417,5.02985,4.24038,4.77848,4.32115,4.94001,4.48645,4.59015,5.0174,4.80699,4.63565,4.39929,4.82435
"N4BP2",5.71102,5.71873,6.7217,6.15096,5.74308,6.22246,5.72538,6.03442,5.85971,5.78551,6.01281,6.09744,5.58197
"NA",3.54740505946847,3.59012859310587,3.51231148320323,3.57950049688624,3.56952174265415,3.55607232856767,3.5764795956495,3.54236671862117,3.57667238812385,3.58933793342689,3.57191965503026,3.5806878155425,3.5917191163933
"NAA35",6.12784,6.11153,6.88439,6.24164,6.13901,6.31058,5.87816,6.2724,6.16684,5.99307,6.14027,6.14745,6.01429
"NAA60",8.25914,8.06589,7.99995,8.10107,7.95007,8.1088,8.23696,8.20713,8.15775,8.22158,8.28336,8.27932,8.16691
"NACC1",6.38562,6.44935,6.124715,6.36004,5.963015,6.217865,6.256405,6.412225,6.465095,6.28685,6.553895,6.4065,6.36954
"NAMPTP1",10.6586,10.8312,9.78332,10.0767,10.8097,10.2503,10.9921,10.5177,10.2336,10.535,10.7202,10.6054,10.6162
"NANP",4.36106,4.71606,4.30169,4.34239,4.38693,4.44793,4.37162,4.41229,4.36489,4.14636,4.23959,4.38793,4.18063
"NAP1L4",6.698415,6.63724,6.98359,6.47397,6.44258,6.571495,5.9604,6.67574,6.558385,6.611615,6.203475,6.671045,6.719905
"NAPEPLD",5.30838,5.38361,6.04038,5.31087,5.3166,5.45418,5.28533,5.59521,5.16334,5.31438,5.19364,5.38907,4.98914
"NBEAP1",2.35256,2.14907,2.17614,1.4881,1.45819,1.78077,2.08509,2.0501,2.58938,1.72538,2.41766,1.99095,1.93471
"NBEAP3",3.19508,3.30848,3.16799,3.21097,3.57046,3.42512,3.66587,3.33026,3.43701,3.58379,3.65275,3.41133,3.79775
"NCAM1",4.09689,5.01718,5.15407,4.90527,4.66069,4.63827,4.27051,5.2913,4.21983,4.15081,4.81911,4.44243,4.37775
"NCAM1-AS1",4.27321,4.59313,4.04199,4.37751,4.26064,4.19501,4.60759,3.91954,4.55194,4.404,4.32528,4.35633,4.25305
"NCAPD3",5.34698,5.30289,5.78073,5.38149,5.41066,5.72757,5.27286,5.44835,5.41611,5.35436,5.3442,5.47749,5.22561
"NCBP3",5.978965,5.543355,5.812555,5.261085,5.50139,5.345345,5.71762,5.83887,5.714015,5.59533,5.844275,5.81564,5.626975
"NCF4",9.24498,8.73777,7.77133,8.30012,8.82038,8.23338,9.03158,8.69301,8.94282,8.90946,8.91303,8.77875,8.54435
"NCF4-AS1",4.28451,3.97826,3.68856,4.12469,4.29612,3.75391,4.03089,3.84866,4.12037,4.15693,3.96523,4.65058,4.58588
"NCKIPSD",4.63467,4.45268,4.47905,4.39345,4.49779,4.34395,4.16097,4.45133,4.79114,4.3185,4.5062,4.30266,4.624
"NCMAP-DT",5.04241,5.02996,5.37168,5.13119,4.47577,5.01516,4.92638,5.10683,5.26886,5.2868,5.36156,4.96051,4.83123
"NCOR1P1",0.832118,0.691612,0.679411,0.660913,0.709927,0.684354,0.629045,0.971202,0.569471,0.666236,0.846634,0.818206,0.63243
"NCR1",5.76876,6.0643,6.22214,6.26291,6.00236,6.48218,5.69927,6.55259,5.99957,6.08996,5.95639,5.73992,5.99439
"NCR3LG1",3.200045,3.24721,3.02669,3.317105,3.00806,3.40959,3.179815,3.378325,3.472015,3.01999,3.223645,3.088345,3.10861
"NDE1",9.23023,9.12661,8.6804,8.90859,9.0195,8.80457,9.50906,9.16625,8.99925,9.28256,9.36764,8.94972,9.05464
"NDRG3",7.00717,6.59989,6.78606,6.81979,6.53197,6.97758,7.07895,6.85596,6.80396,6.80418,6.98131,6.99309,6.73951
"NDST4",1.73499,1.50269,1.53728,1.58576,1.77491,1.6941,1.63211,1.7967,1.77802,1.68203,1.61954,1.67876,1.89314
"NDUFA11",5.5996,5.33342,5.37159,5.27683,5.44017,5.48279,5.2687,5.7459,5.30845,5.55808,5.56613,5.61571,5.35471
"NDUFA6",5.21885,5.47532,5.85881,5.67233,5.35338,5.41024,5.23004,5.48412,5.23192,5.34827,5.16206,5.20394,5.23319
"NDUFA6-DT",4.912565,4.69459,4.821215,4.857555,4.697265,4.61141,4.481665,4.767505,4.38316,4.58694,4.7775,4.614445,4.603
"NDUFA7",6.23108,6.21781,5.86652,5.8571,5.86639,6.02506,5.93446,6.14032,6.11379,6.12688,6.37095,6.11165,6.01577
"NDUFAF5",4.31961,4.08797,4.96654,4.30302,4.19363,4.46625,4.00792,4.40191,4.05149,3.93662,4.3694,4.25398,3.9159
"NDUFB10",5.21829,5.10376,4.81632,4.92385,4.6476,5.15569,4.88001,5.45738,5.18425,5.31104,5.23199,5.31041,5.0668
"NDUFB11",6.27176,5.7057,5.78846,5.85058,5.75963,5.87037,5.48379,5.87419,5.90132,6.0812,5.91288,5.94748,5.88093
"NDUFB3",4.43376,4.05092,4.65171,4.09314,4.77127,4.08184,4.63417,4.24846,3.9009,4.09709,4.21522,4.00843,4.16199
"NDUFB4P11",3.65322,3.81484,3.43792,3.50756,3.65192,3.66822,3.86912,3.36505,3.65878,3.4177,3.62726,3.48494,3.78034
"NDUFS8",5.932445,5.788145,5.590685,5.884195,5.707815,5.865115,5.970995,5.979435,5.965075,5.82056,6.031255,5.936935,5.830775
"NEIL1",4.62099,5.26193,5.39125,4.95212,4.76405,5.15101,5.02618,5.20907,5.06282,5.35323,5.14551,4.84919,5.29423
"NEK9",6.00947,5.9661,6.51026,6.01222,6.18023,6.23256,6.03938,6.46564,6.12868,6.18754,6.22074,6.20455,6.00204
"NELFE",4.22537916666667,4.1400475,4.20864583333333,3.97728583333333,3.96018416666667,4.17190333333333,4.13240166666667,4.26988,4.263635,4.20157333333333,4.10711916666667,3.9130075,4.24435583333333
"NEU1",6.161005,5.71353875,5.67532625,5.8840575,6.04129625,5.8425125,6.09654125,6.0323675,5.9968725,6.02489625,5.95004375,5.6980475,6.17219125
"NEURL1",5.72026,6.01998,5.71215,6.00654,6.06868,5.85762,6.09545,5.87943,6.19593,5.76006,5.94839,5.85156,5.96847
"NEURL1-AS1",4.09966,4.09743,4.00836,4.369215,4.163305,4.28953,4.358175,4.199155,4.42881,4.204155,4.157885,4.288355,4.4307
"NEURL2",3.5878,4.16144,3.81362,4.11476,3.81257,4.13013,3.80953,3.89777,4.07911,3.78353,3.94331,4.03762,4.16285
"NF1P9",2.80116,2.954975,2.370235,3.11569,2.96102,2.801745,2.715295,3.200815,3.008335,2.875465,2.880615,2.660035,3.128435
"NF2",5.84395,5.7044,5.98424,5.63473,5.90712,5.96882,5.80402,6.02308,5.91466,5.77754,5.78101,5.7719,5.54935
"NFATC2",7.50262,7.6181,8.09681,8.10446,7.59468,8.19232,7.29547,8.08735,8.01688,7.60957,7.76491,8.09682,7.79768
"NFATC4",3.84592,4.24081,3.78655,3.98105,4.25828,4.27189,3.95171,4.01645,3.90737,4.43678,3.7574,4.01193,3.95279
"NFIL3",6.51087,6.35151,5.74987,5.79883,6.65082,5.72435,6.97064,6.36296,5.7686,6.15247,6.60462,6.37704,6.41676
"NFIX",6.57593,6.9122,5.91071,6.70582,6.75206,6.27678,5.99207,6.07352,6.27871,6.33865,6.60134,6.12104,6.68517
"NFKB2",6.25037,5.85069,5.53258,5.82837,6.10387,5.95626,6.08092,5.94194,6.19641,6.1054,6.14952,6.0917,5.91509
"NFKBID",6.55551,6.60438,6.19715,6.44889,6.16636,6.08056,6.23999,6.32636,6.19684,6.35613,6.2635,6.23438,6.50428
"NFRKB",6.00145,5.65072,5.98525,5.64546,5.76893,5.86603,5.68768,6.07718,5.91572,5.75796,5.88118,5.81859,5.6845
"NFX1",6.56853,6.52687,7.04208,6.6722,6.44064,6.87195,6.51046,6.7368,6.58108,6.80049,6.75452,6.7501,6.24086
"NINJ1",7.80921,7.14496,6.51274,7.03584,7.42429,7.11662,8.11618,7.62058,7.64391,7.39268,7.5793,7.35372,7.695
"NINL",4.09927,4.48462,4.07537,4.00263,4.33912,3.952,4.25974,3.95418,4.09057,4.15035,4.32744,4.15898,3.98834
"NIPA1",3.26533,3.47011,3.399035,3.660265,3.40882,3.73519,3.342495,3.626265,3.398015,3.436435,3.62741,3.45482,3.378575
"NIPA2",5.92634,5.67773,6.06446,5.92868,5.94019,5.90714,5.98171,5.93978,5.8412,5.71633,5.70503,5.99876,5.84456
"NIPA2P4",3.29632,3.12846,3.5803,3.55037,3.3165,3.37013,3.33555,3.30822,3.14737,3.47428,3.26462,3.54845,3.23805
"NIPAL2",4.82508,5.15677,4.63343,5.35654,5.20221,5.56691,5.39511,4.66811,5.30298,4.82459,4.84175,5.51738,5.1367
"NIPAL3",6.01909,5.9264,6.58565,5.66064,5.79077,6.04273,5.8524,5.88005,5.88292,6.18302,5.95947,5.72845,5.61168
"NKAIN2",2.75614,2.95645,3.0498,3.00832,3.07073,3.11638,2.89245,2.80778,2.86852,3.0093,3.04536,2.89407,2.84934
"NKAPL",4.12087,3.87317,3.9117,4.11798,3.70298,3.70087,4.17061,3.836,3.64754,3.91464,4.05695,3.98918,3.95918
"NKD2",4.50243,4.88673,4.51411,4.71843,4.81049,4.87709,4.74754,4.74123,4.77886,4.68908,4.36548,4.94112,5.01656
"NKIRAS1",3.42495,3.52455,3.80714,3.45664,3.54308,3.55057,3.71477,3.37408,3.3923,3.51929,3.55777,3.46451,3.58001
"NLRC3",5.28301,5.61181,5.74697,5.32808,5.26855,5.66948,5.13178,5.76896,5.74344,5.53607,5.47099,5.37145,5.31089
"NLRP14",2.46303,2.24231,2.41817,2.61905,2.48044,2.54307,2.54729,2.24964,2.48576,2.34592,2.44045,2.52845,2.67443
"NLRP2",3.82545,3.66937,3.14505,3.62282,3.46624,4.16126,3.68426,4.17665,4.34953,3.17617,3.9863,4.25238,3.74972
"NLRP6",5.43497,5.11457,4.55167,4.90061,5.35913,4.73366,5.57873,5.47276,5.31937,5.76672,5.7866,5.52487,5.40222
"NLRP7",3.66435,3.76245,3.36186,3.6171,3.71926,3.68332,3.81367,3.54405,3.65698,3.66435,3.77009,3.69572,3.6975
"NME5",1.91609,1.54713,1.85699,1.59294,1.47106,1.73506,1.87611,1.62676,1.48532,1.62212,1.96129,1.78109,1.75484
"NME6",5.19637,4.87534,4.87299,4.86161,5.01878,4.75158,5.00181,4.92657,4.67595,4.787,5.11804,4.91344,4.72057
"NME8",5.50398,4.63748,5.33378,4.84717,4.85545,4.33587,4.64582,4.90711,4.76402,3.44253,4.34501,4.66145,4.57247
"NMRAL1",6.15109,5.48039,5.58504,5.79567,5.6971,6.0149,5.5757,6.1024,5.89695,5.80431,5.81811,5.63311,5.87699
"NMU",3.81213,4.26021,3.54006,3.79945,3.90729,3.95204,3.54588,3.79187,3.94583,3.71212,3.79192,3.92481,3.90137
"NOC3L",4.49724,4.44998,5.62028,4.73841,4.64314,5.1693,4.99689,4.6366,4.84393,4.94227,5.11793,4.59091,4.31101
"NOCT",5.12359,4.07983,4.46481,4.21943,4.524,4.46941,4.50389,4.69185,4.55385,4.52005,4.6692,4.45382,4.32774
"NOL4L",5.77548,5.97688,6.25312,6.17473,6.00448,6.01191,5.78947,6.1794,6.0297,6.0073,5.97184,6.09886,5.78488
"NOL4L-DT",4.56681,4.42867,4.28535,4.4035,4.51463,4.40929,4.40662,4.10535,4.45395,4.6117,4.14217,4.34843,4.4014
"NOLC1",5.36594,5.43584,6.10575,5.5083,5.46155,6.02364,5.47656,5.85307,5.57187,5.50211,5.45033,5.48523,5.38587
"NOS2P3",3.89513,4.08741,3.98489,4.05178,4.43972,4.09458,4.09248,3.67878,4.3724,4.10679,4.09899,4.16165,4.10321
"NOTCH4",4.78014571428571,4.90344857142857,4.70348428571429,4.98449428571429,5.03048,4.85110142857143,4.87941428571429,4.81657142857143,5.1459,4.85513142857143,4.70922,4.91367571428571,5.01645428571429
"NPAT",7.05715,7.28733,8.03161,7.35992,7.22971,7.28979,7.27833,7.27864,7.17354,7.29961,7.23173,7.26093,7.11409
"NPBWR2",3.77351,4.47842,3.84044,4.35707,4.11428,3.87815,4.14724,4.38074,4.50377,3.82988,4.33855,4.20303,4.55445
"NPPB",4.57011,4.65034,3.82012,4.55819,4.29291,4.61739,4.48638,4.43143,4.66045,4.68261,4.54691,4.6842,4.73856
"NPY6R",2.1316,2.14398,2.11214,2.27868,2.12187,2.10979,2.10743,2.32407,2.50092,2.02132,1.53927,2.00631,1.58973
"NQO2",7.49021,6.095045,6.071515,5.496155,6.19892,5.942615,6.26052,6.371085,6.77383,6.436655,6.223255,6.519775,6.21416
"NR1D1",5.42802,5.51396,5.47661,5.4637,5.32345,5.84851,5.16252,5.40867,5.27182,5.46435,6.0921,5.65826,5.11496
"NR1D2",6.02768,6.27653,6.92396,6.09935,6.08405,6.52759,5.92578,6.37365,6.0547,6.27627,6.25244,6.50007,5.9627
"NR2C2AP",5.14126,5.22871,5.32345,5.40883,5.06524,5.37148,5.06153,5.0899,4.88541,4.87649,5.28291,5.16372,5.18449
"NR2F1",4.95344,5.3381,4.82777,4.99918,5.24313,4.81127,5.14456,4.94453,5.13151,5.09732,4.94807,5.05984,5.20868
"NR2F1-AS1",2.54585,2.57357,2.49219,2.85876,2.65441,2.69157,2.61496,2.77461,2.64136,2.61393,2.71472,2.57927,2.70005
"NR2F6",4.11197,3.7585,3.65747,3.96446,3.44626,3.73219,4.17654,3.47384,3.63613,3.54681,4.29205,4.0912,4.05235
"NRAD1",2.51864,2.88306,2.22096,2.93153,2.61121,3.01655,3.14563,2.62429,2.49273,2.69471,2.62811,2.56583,3.26853
"NRG2",4.11436,4.20785,3.97496,4.37436,4.24127,4.3801,4.18724,4.05462,4.16196,4.5171,4.10142,3.97926,4.25244
"NRM",5.77708,5.11364,4.87027,5.2203,5.19858,5.26507,5.34965,5.69069,5.34845,5.55721,5.46406,5.35078,5.20642
"NRSN2",4.23345,4.25495,4.53036,4.6369,4.4902,4.45426,4.59714,4.08985,4.75034,4.52615,4.21784,4.4403,4.53403
"NRSN2-AS1",4.41757,4.14266,3.99938,4.64279,4.18748,4.30113,4.47728,4.42448,4.10913,4.90021,4.34815,4.29781,4.40466
"NRTN",4.65132,4.99542,4.50902,4.78279,4.66001,4.85365,4.45346,4.36028,4.50638,4.67691,4.45183,4.56555,4.74779
"NRXN1",2.482955,2.53513,2.54995,2.53772,2.48008,2.711945,2.6788,2.40521,2.62355,2.446655,2.6195,2.52099,2.7233
"NRXN2",3.91387,4.10819,3.90359,4.45965,4.11271,4.42287,3.73442,3.79523,4.20169,4.19741,3.96406,3.93701,4.55294
"NSD1",7.10534,6.86226,7.16051,6.7995,7.0857,7.01182,6.89952,7.20918,7.07855,7.08756,7.19916,7.03678,6.84543
"NSDHL",4.93253,5.0102,4.91615,4.87696,4.74254,5.15466,4.85159,5.17323,4.96381,4.96889,5.01038,5.01768,4.99266
"NSMCE2",4.4647,4.77195,5.09344,4.71606,4.42278,4.4836,4.43536,4.70529,4.50563,4.3011,4.3415,4.81906,4.31792
"NSUN7",3.601425,3.935675,2.742115,2.904185,3.174915,3.098765,3.585035,3.19849,3.077975,3.40243,3.633795,2.890275,3.109905
"NT5M",3.90409,4.38324,3.79467,4.29996,3.92778,4.05319,3.78504,3.81815,4.02149,4.67359,4.2908,3.77515,4.46749
"NTSR1",4.3154,4.45761,4.26167,4.39035,4.17915,4.39807,4.14492,4.20519,4.36877,4.17396,4.35754,3.88143,4.42658
"NUDT10",2.74192,3.40034,2.90305,2.99501,2.89779,3.10706,2.99116,3.11537,3.1657,3.17307,3.26912,3.30949,2.75515
"NUDT11",2.51313,3.22216,2.76394,2.07126,2.34448,2.46997,2.25395,2.7427,1.99137,2.50784,2.70777,2.44542,2.48873
"NUDT22",4.3781,3.76207,3.77816,3.79149,3.85999,3.82302,3.6345,3.65795,3.6799,3.73201,3.81202,3.85344,3.83127
"NUFIP1",3.58592,3.46815,4.54301,3.94002,3.84572,4.3769,3.91067,4.04687,3.63942,3.86922,3.61001,3.77643,3.60866
"NUP153",8.3021,8.34914,8.40371,8.29177,8.56601,8.46449,8.35018,8.52681,8.25337,8.33885,8.43586,8.24558,8.42442
"NUP205",6.1005,6.05654,6.82013,6.22841,6.17272,6.40358,5.89597,6.3582,6.15337,6.13312,6.29826,5.997,6.08804
"NUP210",7.57657,7.33304,7.77163,7.49281,7.35482,7.79167,7.21285,7.58047,7.60533,7.55896,7.52755,7.54113,7.38366
"NUP42",5.58594,5.51507,5.93464,5.39778,5.349,5.50779,5.45489,5.54816,5.44537,5.47541,5.46547,5.66105,5.49841
"NUP98",7.79846,7.40854,7.54178,7.33775,7.71782,7.33035,7.54073,7.66768,7.62688,7.64359,7.81683,7.54822,7.73872
"NUS1",6.7991,6.72441,7.57983,6.91232,6.75951,7.05533,6.71587,6.96452,6.72306,6.64541,6.90494,6.80674,6.46452
"NUTM2G",4.87298,5.27063,4.41698,5.07872,4.91848,5.02428,4.9922,4.89185,4.97627,4.80432,4.57562,4.95001,5.55426
